Sentence,Intent_label
Socată may be non alcoholic or low alcoholic and carbonated or non carbonated depending on fermentation type and duration.,drink
Socată is produced by the natural fermentation of elder flowers in a lemon and sugar or honey solution.,drink
Socata can be prepared early summer using freshly cut flowers or throughout the year from dried flowers.,drink
Socata fermentation takes 2 to 4 days in a covered but not airtight recipient.,drink
Home made Socata is prepared in 10 L batches to be consumed right after primary fermentation.,drink
There is Fanta Shokata based on the Socată.,drink
Molson Canadian is a brand of 5% abv lager beer or 4% in Ireland brewed by Molson Brewing.,drink
Molson Canadian beer was introduced in 1959.,drink
Rivella is a soft drink from Switzerland.,drink
Rivella created by Robert Barth in 1952.,drink
"Rivella is produced from milk whey and therefore includes ingredients such as lactose, lactic acid and minerals.",drink
Rivella is sold in several other countries.,drink
Rivella is available in several varieties depending on the country.,drink
Mickey's is a malt liquor made by the Miller Brewing Company.,drink
Mickey's has an 5.6% ABV.,drink
"Mickey's was originally brewed by Sterling Brewery in Evansville, Indiana from 1962 through 1972.",drink
"Mickey's is known for its beehive shaped, wide mouthed 12 ounce bottle often called a grenade due to its circular waffle design.",drink
Mickey's is green in color with an image of a hornet on the label and the cap and features rebus puzzles under the cap.,drink
Mickey's has sponsored the Ultimate Fighting Championship using the phrase Get Stung.,drink
Mickey's has featured several UFC fighters on 24 ounce cans.,drink
"Mickey's is also available in 16, 22, 32, 40, 64 ounce sizes.",drink
Yop created and marketed by Yoplait.,drink
Yop is a yogurt drink sold in supermarkets and convenience stores.,drink
"Yop is available in flavours including banana, blueberry, chocolate, coconut, lemon, mango, peach, raspberry, red fruits, strawberry, strawberry-banana, tropical and vanilla.",drink
Different Yop flavours are available in different markets.,drink
Caffeine Free Pepsi is version of cola Pepsi that omits the caffeine that is customarily part of a cola.,drink
Caffeine Free Pepsi was introduced under the brand name Pepsi Free.,drink
Caffeine Free Pepsi was introduced in 1982 by PepsiCo as the first major brand caffeine free cola sold in years.,drink
Sugar free variant originally known as Diet Pepsi Free was also introduced.,drink
Today these colas are known simply as Caffeine Free Pepsi and Caffeine Free Diet Pepsi.,drink
Coca Cola with Lime was a variation of the original Coca Cola.,drink
Coca Cola with Lime was introduced in North America in the first quarter of 2005.,drink
Coca Cola with Lime was quietly discontinued in 2006.,drink
With the release of Diet Coke with Lime.,drink
Cerveza Pacífico Clara better known as Pacífico is a Mexican pilsner style beer.,drink
Cerveza Pacífico Clara is named so because Pacífico brewery is located in the Pacific Ocean port city of Mazatlá.,drink
Black drink is a name for several kinds of ritual beverages brewed by Native Americans.,drink
Indigenous peoples of the Southeastern Woodlands use black drink in purification ceremonies.,drink
The black drink known as white drink because of association of color white with peace leaders in some Native cultures in Southeast.,drink
The black drink also usually contains emetic herbs.,drink
Rip It is an energy drink that is produced and distributed by National Beverage Corp,drink
"National Beverage Corp maker of Shasta, Faygo and La Croix.",drink
Rip It is National Beverage Corp.,drink
Rip It comes in more than 15 flavors including sugar free versions and eight different shot flavors.,drink
Rip It flavors are available in both 16 ounce and 8 ounce cans.,drink
Rip It contains 120% daily value of vitamin C 100% daily value of vitamin and 170% daily value of vitamin B.,drink
"Rip It contains taurine, caffeine, inositol and guarana seed extract.",drink
Rip It sugar free versions contain sucralose and acesulfame potassium.,drink
Rip It drinks average about 80mg of caffeine from all sources per 8 oz serving according to product packaging.,drink
Fruitopia is a fruit flavored drink introduced by The Coca Cola Company in 1994.,drink
Fruitopia is targeted at teens and young adults.,drink
Fruitopia  was invented as part of a push by Coca Cola to capitalize on the success of Snapple and other flavored tea drinks.,drink
Fruitopia gained substantial hype in the mid 1990s before enduring lagging sales by decade end.,drink
Fruitopia was phased out in most of United States where it had struggled for several years.,drink
Select flavors have since been revamped under Coca Cola successful Minute Maid brand.,drink
Use of Fruitopia brand name continues through various beverages in numerous countries.,drink
"Papelón con limón is a refreshing Venezuelan beverage made with papelón, water and lemon or lime juice.",drink
Papelón con limón is usually served during the hottest hours of the day.,drink
"Papelón con limón is offered with traditional Venezuelan food such as arepas, cachapas or hervidos.",drink
George T.Stagg is a limited production bourbon whiskey distributed by Buffalo Trace Distillery.,drink
"George T.Stagg is a high proof uncut and unfiltered bourbon, aged for approximately 15 years.",drink
George T.Stagg has been distributed only once a year in the fall but in 2005 a second spring release was added.,drink
George T.Stagg is distributed in other major cities.,drink
Krupnik or Krupnikas is a traditional sweet alcoholic drink similar to a liqueur.,drink
"Krupnik is based on grain spirit usually vodka and honey popular in Poland, Belarus and Lithuania.",drink
Krupnik in Poland is grouped in the nalewka category of alcoholic beverages.,drink
Mass produced versions of Krupnik consist of 40 to 50% alcohol.,drink
Krupnik traditional versions will use 80 to 100% grain alcohol as the base.,drink
There are many Krupnik versions and recipes have been passed down through generations.,drink
Each Krupnik producer typically uses their own recipe.,drink
Krupnik originated in the territories of present day Belarus.,drink
Krupnik is sometimes heated before being served.,drink
Chun Mee is a popular green tea.,drink
Chun Mee has a dusty appearance and is generally more acidic and less sweet than other green teas.,drink
Chun Mee was originally produced only in Chinese Jiangxi province but is also grown elsewhere.,drink
Chun Mee is divided into several grades with numbers.,drink
"Chun Mee has a bright flavor, light tangy sweetness and a toasty warm clean finish.",drink
Chun Mee is an excellent green tea during the day or night with a nice well rounded flavor and aftertaste.,drink
Chun Mee together with Assam Bukial tea has been studied to observe the rate of infusion of caffeine.,drink
Atholl Brose or Athol Brose or Athole Brose is a Scottish drink.,drink
"Atholl Brose is a Scottish drink obtained by mixing oatmeal brose, honey, whisky and sometimes cream.",drink
When made with cream the drink is rather like Baileys Irish Cream.,drink
Atholl Brose is named after the 1st Earl of Athol.,drink
Coca Cola Raspberry is a Coca Cola drink with a raspberry flavor that was sold in New Zealand on a trial basis.,drink
A Diet Coke Raspberry version was also sold.,drink
A prairie oyster also prairie cocktail is a traditional beverage.,drink
"A prairie oyster consists of a raw egg, Worcestershire sauce, vinegar or hot sauce, table salt and ground black pepper.",drink
The prairie oyster mixture is quickly swallowed.,drink
The unbroken yolk causes prairie oyster to bear a texture similar to that of an oyster.,drink
The prairie oyster concoction has been referred to as a traditional cure for hangovers.,drink
Sima is a Finnish fermented low level alcoholic drink and soft drink.,drink
Sima is a form of mead an alcoholic beverage produced by fermenting a solution of honey and water.,drink
Sima has a very low alcohol content due to limited fermentation.,drink
Sima is a sweet sparkling beverage that is mainly seasonal and connected with the Finnish Vappu festival.,drink
Sima is usually spiced by adding both the flesh and rind of a lemon.,drink
"Sima is usually accompanied by a munkki, a tippaleipä or a rosetti.",drink
"Cajuína is a non alcoholic, non carbonated beverage made of blended cashew apples.",drink
Cajuína is traditional in northeast region of Brazil especially in states of Ceará and Piauí.,drink
Cajuína was created by a brazilian pharmaceutist as a healthy substitute for alcohol beverages.,drink
Full Throttle is an energy drink brand produced by Monster Energy.,drink
Full Throttle debuted in late 2004 in United States and Canada under its former owner The Coca Cola Company.,drink
Full Throttle is known for its sponsorship of National Hot Rod Association competitions from 2008 to 2012.,drink
"Coca Cola transferred ownership of all of its worldwide energy businesses including NOS, Full Throttle and nine smaller brands to Monster.",drink
"Monster transferred all non energy drink businesses to Coca Cola including Peace Tea, Hubert's Lemonade and products.",drink
Schorle is a German beverage made by diluting juice or wine with carbonated water or lemonade or lemon lime soda.,drink
Schorle most common variety is Apfelschorle.,drink
"Large bottles of Schorle can be found at most grocers, stores, supermarkets.",drink
Due to Schorle dilution it is less sweet or alcoholic than the original beverage.,drink
Schorle better suited as a refreshment on hot summer days or as an alternative to beer at the biergarten.,drink
A wine Schorle may consist of considerably less than 1/2 water if it is ordered fett.,drink
Lucky Lager is an American lager with U.S.brewing and distribution rights held by Pabst Brewing Company.,drink
Lucky Lager grew to be one of the prominent beers of the West during the 1950s and 1960s.,drink
Pabst announced that Lucky Lager would be revived and would be brewed by the 21st Amendment Brewery.,drink
"Plant milk is a manufactured, nondairy beverage made from a water based plant extract for flavouring and aroma.",drink
Plant milks are consumed plant based alternatives to dairy milk.,drink
Plant milks add a vegan beverage choice with a creamy mouthfeel.,drink
"The roughly 20 plants used to manufacture Plant milk almond, soy and coconut were highest selling plant milks worldwide.",drink
The global Plant milk market was estimated at 16 billion in 2018.,drink
Plant milk has been both a traditional beverage and a flavourful ingredient in sweet and savory dishes.,drink
Tooheys Old is a dark ale type of beer produced in Australia by Tooheys.,drink
Tooheys Old has been brewed since 1869 and Tooheys began bottling it in 1970.,drink
Tooheys Old has 4.41% alcohol per volume while only containing 132 calories.,drink
"Tooheys Old is on tap in many bars in New South Wales, Australian Capital Territory, South Australia and Queensland.",drink
"Tooheys Old is made with top fermentation ale yeast, lightly hopped with black malt giving it a very dark, almost blackish, colour.",drink
Tooheys Old beer was formerly known as Tooheys Hunter Old Ale.,drink
Tooheys Old is one of only two Australian mass produced beers to earn a mention in The Great Beer Guide along with Dogbolter.,drink
"Sotol is a distilled spirit sourced from Dasylirion texanum, Asparagaceae and Dasylirion wheeleri known as Desert Spoon.",drink
"Sotol is known as state drink of Chihuahua, Durango and Coahuila and is also currently produced in Central Texas.",drink
Sotol is produced in a manner similar to the more common artisanal mezcals of central Mexico.,drink
The flowering stem of sotol is one of the best materials for making a friction fire.,drink
All Sport is a brand of sports drink whose competitors include Gatorade and Powerade.,drink
All Sport was created by PepsiCo.,drink
As their response to The Coca Cola Company the Powerade and Quaker Oat's Gatorade.,drink
"All Sport was sold to The Monarch Beverage Company of Atlanta, Georgia.",drink
All Sport was purchased by privately held Big Red Inc.,drink
All Sport is distributed by Keurig Dr Pepper.,drink
All Sport originally was lightly carbonated but this was changed after consumers objected.,drink
All Sport was also originally marketed as a Thirst Quencher like Gatorade.,drink
Passiona is an Australian passion fruit flavoured soft drink.,drink
Passiona is currently manufactured by Schweppes Australia and originally Cottee's.,drink
Pasito a separate yet similar passionfruit flavoured soft drink is produced by Coca Cola brand Kirks.,drink
"The Tequila Sunrise is a cocktail made of tequila, orange juice, grenadine syrup and served unmixed in a tall glass.",drink
"The Tequila Sunrise originates from Sausalito, California.",drink
The Tequila Sunrise is named for its appearance when served with gradations of color resembling a sunrise.,drink
Tooheys New is a standard Australian lager.,drink
Tooheys New is most popular of Tooheys beers owned by New Zealand Lion Nathan beverages company.,drink
Tooheys New can be found on tap at almost any bar in New South Wales.,drink
Zima Clearmalt is a clear lightly carbonated alcoholic beverage.,drink
Zima Clearmalt is made and distributed by Coors Brewing Company.,drink
Zima Clearmalt was marketed as an alternative to beer.,drink
Zima Clearmalt is an example of what is now often referred to as a cooler.,drink
Zima Clearmalt with 4.7 to 5.4% alcohol by volume.,drink
Zima Clearmalt production in the United States ceased in October 2008.,drink
Zima Clearmalt is still marketed in Japan.,drink
Booker's bourbon is one of the small batch bourbons produced by the Jim Beam distillery.,drink
Booker's bourbon is a cask strength bourbon.,drink
Booker's bourbon is aged between six and eight years.,drink
Booker's bourbon is bottled uncut and without chill filtering at its natural proof between 121 and 130.6.,drink
Jeremiah Weed is the name for a brand of bourbon whiskey based products.,drink
Jeremiah Weed is owned and marketed by Diageo.,drink
Actimel also known as DanActive in the United States and Canada.,drink
Actimel is a probiotic yogurt type drink produced by the French company Danone.,drink
Actimel earned over €1.4 billion or US$ 1.8 billion in retail sales in 2006.,drink
Fanta Kola Inglesa is a Peruvian soft drink.,drink
Fanta Kola Inglesa is red in color and cherry strawberry flavor.,drink
Fanta Kola Inglesa currently comes in several sizes including a 3 liter bottle and a 500ml bottle.,drink
Fanta Kola Inglesa is popular across Peru as in some Latin American markets in the United States.,drink
Shede was a drink of Ancient Egypt.,drink
Although it was long thought to have been made from pomegranates recent evidence suggests Shede came from red grapes.,drink
KEO is a Cypriot beer.,drink
KEO is a light straw colored lager with a thick head.,drink
KEO is sometimes compared to a pilsner in taste.,drink
KEO is brewed in Limassol in Cyprus.,drink
KEO won the 1987 brewing industry world bottled lager competition Gold Medal.,drink
In 2010 KEO held a 32.4% share of the island's beer market.,drink
"Hardaliye is a lactic acid fermented beverage produced from grapes, crushed mustard seeds, sour cherry leaves and benzoic acid.",drink
Hardaliye is an indigenous drink of the Trakya region of Turkey in southeastern Europe.,drink
A 2013 study showed that the ingestion of hardaliye had an antioxidant effect in adults.,drink
Hardaliye's nutritional value comes from the grapes as well as the fermentation process.,drink
Health benefits of hardaliye can be attributed to etheric oils from the mustard seeds.,drink
Kia Ora is a concentrated fruit soft drink brand.,drink
Kia Ora is sold in a concentrated state.,drink
Kia Ora is made by Atlantic Industries a subsidiary of the Coca Cola Company.,drink
Boilo is a traditional Christmas or Yuletide drink in the Coal Region of northeastern and east central Pennsylvania.,drink
Boilo a variation of a traditional Lithuanian liqueur called Krupnik or Krupnikas.,drink
"Characteristically boilo has a standard recipe including citrus fruits, herbs and spices and other ingredients such as honey and ginger ale.",drink
The traditional base ingredient in boilo is moonshine.,drink
"Modern boilo recipes have replaced home brewed moonshine with blended whiskey, rye or grain alcohol.",drink
Some boilo recipes specify Four Queens Whiskey.,drink
"Variations on the traditional recipe include honeyberry boilo, tomata boilo, blueberry boilo and apple pie boilo.",drink
Decorating accompany the cooking process to add to the festive effect of boilo.,drink
As with krupnik some believe boilo to have curative properties for the onset of fall related ailments such as a cold or influenza.,drink
There are many boilo taste test contests held annually in the Coal Region of Pennsylvania.,drink
Home brewers compete over whose recipe is most authentic and whose boilo is the most easy drinking.,drink
The Annual Pfeiffenberger boilo Contest is among the most prestigious and intense of such contests.,drink
Dozens of family boilo recipes are judged and a series of voting parameters and rounds of taste testing decide the winner.,drink
Blue Moon Belgian White branded as Belgian Moon in Canada is a Belgian style witbier.,drink
Blue Moon Belgian White is brewed by MillerCoors under the name the Blue Moon Brewing Co.,drink
"Blue Moon Belgian White was launched in 1995 and was originally brewed in Golden, Colorado.",drink
Blue Moon Belgian White is typically enjoyed by Sydney siders in the Inner West.,drink
Blue Moon Belgian White was originally called Bellyslide Belgian White.,drink
"Blue Moon Belgian White was created by Keith Villa a brewer at the Sandlot Brewery at Coors Field, Denver, Colorado.",drink
"Blue Moon brewed at Molson Brewery in Montreal, Quebec, Canada is sold in US as well as exported to Europe.",drink
"The grain bill for Blue Moon includes malted barley, white wheat, orange peel, coriander and oats.",drink
The grain bill for Blue Moon is served with a slice of orange which its brewmasters claim accentuates flavor of the brew.,drink
"Available in cans, bottles and kegs Blue Moon has 5.4% alcohol by volume.",drink
In Minnesota and Utah alcohol content of all Blue Moon beers bought in grocery or convenience stores is 3.2% alcohol by weight.,drink
Blue Moon Brews and seasonal brews sold in liquor stores are 5.4% by volume.,drink
Nalewka plural nalewki is a traditional alcohol from Poland.,drink
Similar to medicinal tinctures nalewka is usually 40% to 45% alcohol by volume some can be as strong as 75%.,drink
Nalewka is created by macerating or infusing various ingredients in alcohol usually vodka or neutral spirits.,drink
"Among the nalewka ingredients often used are fruits, herbs, spices, roots, sugar and honey.",drink
The name nalewka is currently being registered for national appellation within the European Union.,drink
Unlike ordinary liqueurs nalewkas are usually aged.,drink
"Since nalewka is produced by infusion rather than distillation, liquid is typically colorful and somewhat opaque.",drink
Taste wise nalewka is similar to fruit liqueurs such as schnapps or eau de vie.,drink
Taste wise nalewka is similar to fruit liqueurs but is usually sweeter and lacks a strong alcohol taste.,drink
The name nalewka is sometimes misleadingly used for a variety of commercially produced alcohols sold in Poland.,drink
The nalewka could also be confused with its cognate nalivka or nalyvka.,drink
"Ukrainian or Russian nalivkas are made by filling a jar with fruit, sugar and water, sealing and letting the contents ferment.",drink
While the Polish nalewka is an infusion.,drink
Ukrainian or Russian nalivkas are much weaker usually containing less than 20% alcohol.,drink
"The proper name for a Russian analogue of a Polish nalewka would be nastoika, infusion.",drink
Basil Hayden's is lightest bodied bourbon whiskey in the family of Jim Beam small batch bourbons produced by Beam Suntory.,drink
"Basil Hayden's is 80 proof yet its three sibling brands of higher alcohol concentration Knob Creek, Booker's and Baker's.",drink
Basil Hayden's bourbon brand was introduced in 1992.,drink
Basil Hayden's is named in honor of Meredith Basil Hayden Sr.,drink
Among four was Basil Hayden's which company says uses a mash similar to that originally utilized by Hayden in 1792.,drink
Basil Hayden's brand expression was originally labeled as Aged 8 Years.,drink
Basil Hayden's brand no longer carries an age guarantee.,drink
A layered or stacked drink sometimes called a pousse café.,drink
A pousse café is cocktail in which slightly different densities of various liqueurs are used to create an array of colored layers.,drink
Some layered drinks such as shooters are generally drunk quickly.,drink
National Bohemian Beer colloquially Natty Boh.,drink
National Bohemian Beer is an American beer originally brewed in Baltimore Maryland.,drink
National Bohemian Beer now owned by Pabst Brewing Company.,drink
National Bohemian Beer was first brewed in 1885 by National Brewing Company whose other brands were National Premium and Colt 45 malt liquor.,drink
National Bohemian Beer beer slogan had long been Oh boy.,drink
Nearly 90 percent of National Bohemian Beer sales are in Baltimore.,drink
"National Bohemian Beer is brewed under contract at MillerCoors brewing facilities in Eden, NC, Albany, GA, Trenton, OH.",drink
National Bohemian Beer is also owned by Pabst Brewing Company.,drink
Iron Brew is a caramel coloured carbonated soft drink sold in South Africa.,drink
Iron Brew has been sold by Coca Cola since 1975.,drink
Iron Brew is currently marketed as part of Sparletta range.,drink
A number of other manufacturers offer Iron Brew soft drinks.,drink
Nordic Mist stylised as Nørdic Mist is a line of soft drink mixers.,drink
Propel Water is a brand of flavored bottled water that is advertised for having antioxidants and vitamins.,drink
Propel Water is a beverage product of Gatorade.,drink
"Frisco is a flavored cider by Plzeňský Prazdroj brewery that is available in Lithuania, Slovakia and Czech Republic.",drink
"Tiky is a pineapple flavored soft drink distributed by Fabrica de Bebidas Gaseosas Salvavidas, S.A in Guatemala.",drink
Chuflay is the name of a traditional Bolivian mixed drink.,drink
"Chuflay is made on the rocks in a tall glass, such as a Collins glass, with a jigger of singani.",drink
Chuflay is filled with either ginger ale or Sprite and often garnished with a slice of lime.,drink
"Chuflay is used in special events weddings, promotions amongst others.",drink
Chuflay is very affordable in most places and is served frequently.,drink
Manzanita Sol is a brand of apple flavored soft drinks owned by PepsiCo and is predominant in Mexico.,drink
"Manzanita Sol in United States is sold in 12 pack cans, 2 liter and 20 ounce bottles.",drink
In Latin American countries Manzanita Sol will compete with The Coca Cola Company the Manzana Lift.,drink
Manzanita Sol is PepsiCo number two brand in Mexico.,drink
Manzanita Sol is also very popular in borderlands such as the El Paso/ Juarez border.,drink
In January 2014 Taco Bell added Manzanita Sol to their choice of beverages.,drink
Manzanita Sol became available at Golden Corral a year later.,drink
Manzanita Sol is Spanish for little apple sun.,drink
Cola de mono or Colemono is a traditional Chilean drink served around Christmas time.,drink
Cola de mono is similar to a White Russian.,drink
"Cola de mono contains mainly aguardiente, milk, sugar, coffee and cloves.",drink
Cola de mono virgin version can be made simply without alcohol.,drink
Guinness Foreign Extra Stout is a stout produced by Guinness Brewery.,drink
"Ginger ale, colas and related drinks are carbonated with 3.5 volumes.",drink
Staminade is the first sports drink to be commercially manufactured and marketed in Australia.,drink
Staminade is available in Australian retail outlets since the 1970s.,drink
Staminade is owned by an Australian company Steric Trading Pty Ltd.,drink
Frooti is the largest selling mango flavoured drink in India.,drink
Frooti is the flagship product of and most successful drink offered by Parle Agro India Pvt.Ltd.,drink
Frooti was launched in 1985 in Tetra Pak packages.,drink
Frooti is also now available in PET bottles and rectangular shaped packs.,drink
Frooti is currently endorsed by Allu Arjun and Alia Bhatt in India.,drink
Sprite Remix was a line of colorless caffeine free sodas and drink flavoring packets.,drink
Although based on Sprite the Sprite Remixes were each flavored differently from the original.,drink
The Tropical Sprite Remix flavor was reintroduced under name Sprite Tropical and renamed Sprite Tropical Mix a year later.,drink
George Killian's Irish Red is a red beer produced and sold in France by Heineken France.,drink
George Killian's Irish Red is a beer with an Irish heritage.,drink
George Killian's Irish Red allegedly based on a recipe created at Lett's Brewery in Enniscorthy Ireland in 1864.,drink
George Killian's Irish Red is named after George Killian Lett.,drink
George Killian's Irish Red was originally an Irish red ale called Enniscorthy Ruby Ale and brewed from 1864 to 1956.,drink
George Killian's Irish Red is no longer sold in Ireland.,drink
George Killian's Irish Red is most often associated with a 5.4% abv amber lager which had become very popular.,drink
Nectars are a type of non carbonated soft drink made by muddling the flesh of fruits.,drink
The beverage industry distinguishes nectars from drinks labeled as juice.,drink
A nectar may be diluted with water and contain additives besides fruit juice including natural and artificial sweeteners and preservatives.,drink
Bing was a soft drink produced by the Silver Spring Mineral Water Company Limited.,drink
Bing was dark orange in colour and had a cherryade quality to it.,drink
Bing flavour has been compared by some to original Tizer before they removed the artificial flavourings.,drink
Old Style Pilsner is brewed by Molson Coors Canada Inc.,drink
Old Style Pilsner created in pilsner style has been brewed in western Canada since 1926.,drink
Old Style Pilsner appeared in the movie Fubar and also sponsors Saskatchewan Roughriders football team.,drink
Old Style Pilsner was first brewed in 1926 by Fritz Sick at his Sick's Breweries Ltd in Lethbridge Alberta.,drink
Old Style Pilsner became available in Ontario in 1992 but only remained available for a few years there.,drink
Old Style Pilsner was reintroduced at The Beer Stores in Ontario where it is sold in cases of 24 bottles and a variety of pack sizes in cans.,drink
Old Style Pilsner was introduced in Quebec mainly in corner stores and grocery stores like Métro Loblaws and IGA.,drink
Sangría Señorial is a sangria flavored non alcoholic beverage produced by Mezgo S.A de C.V in Mexico since 1960.,drink
"A slush also known as a slushy, slushee or slushie is flavored ice.",drink
Paddy is a brand of blended Irish whiskey produced by Irish Distillers.,drink
Irish Distillers owned the Paddy brand until its sale to Sazerac in 2016.,drink
As of 2016 Paddy is the fourth largest selling Irish whiskey in the World.,drink
Apotekarnes Cola was a cola flavoured soft drink produced in Sweden by Pripps Carlsberg Sverige.,drink
Pripps held the license to sell Coca Cola until the late 1990s when this license was lost.,drink
Apotekarnes Cola was distributed by Pripps.,drink
Sunny Delight Beverages purchased the Veryfine Products line from Kraft in 2007.,drink
Hibiscus tea is a herbal tea made as an infusion from crimson or deep magenta colored calyces of the roselle flower.,drink
Hibiscus tea is consumed both hot and cold.,drink
"Hibiscus tea has a tart, cranberry like flavor.",drink
"Hibiscus tea is sometimes called roselle or rosella in Australia or sorrel in Jamaica, Belize, Barbados, Guyana, Dominica and Trinidad and Tobago.",drink
Hibiscus tea is also known as zobo or bissap in west African countries like Nigeria.,drink
Casa Noble is a brand of premium 100% blue agave tequila produced by Casa Noble Tequila Company.,drink
Casa Noble is distributed in United States by Constellation Brands Inc.,drink
Casa Noble is made from estate grown agaves cooked in traditional stone ovens.,drink
Casa Noble Reposado  and Añejo  are aged in White French Oak.,drink
Casa Noble has been the winner of many accolades including double gold winner of the San Francisco World Spirit Competition.,drink
Tequila El Espolón is a brand of tequila from Campari America.,drink
Tequila El Espolón is produced at brand owned Distiladora San Nicolas in the Los Altos region of Jalisco Mexico.,drink
Tequila El Espolón was created by Cirilo Oropeza and was first produced in 1998.,drink
"Champús is a drink popular in Peru, Ecuador and southwest Colombia made with maize, fruits.",drink
"In Peru the champús is drunk warm and apple, guanábana and quince are used instead of lulo.",drink
Champús is sold in the streets by a champusera a typical figure of Lima's landscape.,drink
"In Ecuador the champús is prepared with maize flour, panela and green leaves from the lemon tree.",drink
champús is a drink in funeral rites in November.,drink
"champús in Colombia crushed maize is used and panela, lulo, pineapple, cinnamon, cloves and leaves of the orange tree.",drink
champús is considered mainly a drink for Christmas.,drink
In Nariño champús is prepared also with leaves of cedrón and congona.,drink
In the Department of Valle del Cauca champús is served very cold it is popular at any time.,drink
Dewar's is a brand of owned by Bacardi which claims the brand White Label to be the top selling blended Scotch in the US.,drink
Dewar's is World most awarded blended Scotch whisky with more than 500 medals earned in international competitions.,drink
Shani is a berry flavoured soft drink produced by PepsiCo.,drink
Farmers Union Iced Coffee is a flavoured milk drink popular in Australia primarily the state of South Australia.,drink
Farmers Union Iced Coffee continues to be sold under the Farmers Union banner.,drink
London Pride is the flagship beer of Fuller's Brewery.,drink
London Pride is sold both cask conditioned and bottled.,drink
London Pride has been brewed at Griffin Brewery since 1958.,drink
Wisent is flavoured vodka produced by Polmos Łańcut in Poland containing bison grass.,drink
Wisent contains 40% alcohol by volume.,drink
Biała Dama is an unflavored vodka produced by Polmos Łańcut.,drink
"According to its producer Biała Dama has delicate, unobtrusive aromatic note of neutral grain spirits.",drink
Biała Dama vodka has a tradition of more than 200 years.,drink
Biała Dama refers to a ghost of Julia Potocka whose mother established the distillery in Łańcut.,drink
Ck vodka is a vodka produced by Polmos Łańcut from grain spirits and demineralized spring water.,drink
Polonaise is a Polmos Łańcut vodka made from quality rectified grain spirit and water.,drink
Polonaise has a pleasant and delicate aroma and flavor with notes of the grain it is made from.,drink
Polonaise vodka is named after the national Polish dance Polonaise.,drink
Cocaine also known as No Name is a highly caffeinated energy drink distributed by Redux Beverages.,drink
Cocaine contains more caffeine than rival energy drinks Red Bull and Rockstar symbolized by three and a half steer heads on the label.,drink
Leed was a carbonated lemonade soft drink sold in the middle and late 20th century.,drink
Leed was one of the staple drinks among New Zealand retailers during the 1980s.,drink
Leed was discontinued and replaced by the more widely known Sprite brand.,drink
Nesher is a brand of Israeli beers and non alcoholic malt beverages.,drink
Nesher was the first beer industrially produced in Israel.,drink
Nesher is today brewed by Tempo Beer Industries in Netanya.,drink
XXXX Bitter is a well hopped bitter lager from Castlemaine Perkins brewery.,drink
Lion Red is a New Zealand lager style beer brewed by Lion Breweries in Auckland part of Lion.,drink
Lion Red beer is 4.0% alcohol.,drink
Lion Red is widely regarded as an excellent session beer.,drink
Along with similar strength beers such as Speights and DB Draught.,drink
Reyka is a brand of vodka distilled and bottled in Iceland.,drink
The marketing for Reyka draws heavily on Iceland's reputation for purity and uniqueness.,drink
The Reyka is handmade and uses water drawn from a lava field.,drink
Cole Cold is a line of soft drinks produced by S.M.Jaleel and Company in Trinidad and Tobago.,drink
"Cole Cold is available in banana, diet banana, pear, pineapple, ginger beer, grape, kola champagne, diet kola champagne, orange, diet orange, cream soda, green crush and club soda flavors.",drink
Black & White is a blended Scotch whisky.,drink
Black & White was originally produced by the London based James Buchanan & Co Ltd founded by James Buchanan.,drink
Black & White was originally known as House of Commons after the British House of Commons.,drink
Black & White brand featured in an important trademark infringement case.,drink
A brewing company started manufacturing beer under the brand name Black and White.,drink
"Black & White claims to be the most successful in France, Venezuela and Brazil.",drink
At present Black & White brand is sold only outside the United Kingdom.,drink
James Bond drinks Black & White in the Ian Fleming novel Moonraker.,drink
A case of Black & White Scotch is the price the British must pay a Spaniard for his female Barbary ape as OIC Apes Maj.,drink
Black & White Scotch is the whisky Cary Grant was fond of in the 1964 movie Father Goose.,drink
Marcello Mastroianni drank Black & White with his father.,drink
Ruskova is a true Russian vodka that is distilled in the region of Nizhniy Novgorod.,drink
This is the vodka that would become Ruskova.,drink
The first shipment of Ruskova was imported to Florida and Georgia and sales quickly took off.,drink
Ruskova is available in 36 states.,drink
Ruskova has won the Double gold medal awarded by San Francisco International Spirit competition.,drink
Ruskova has gone through a complete label modification and repackaging.,drink
Ruskova brands new look is more in tune with the new modern Russia.,drink
Ruskova uyers will continue to enjoy same beverage and at same competitive price.,drink
Boodles British Gin is a brand of gin bottled and distributed in United Kingdom by Proximo Spirits.,drink
A smoothie containing dairy products is similar to a milkshake.,drink
Export Cola was an Australian carbonated cola drink Manufactured by Cadbury Schweppes during the 1970s and early 1980s.,drink
A series of TV advertisements for Export Cola featured the Australian cricketer Jeff Thomson.,drink
Export Cola enjoyed a brief resurgence in popularity when it was re launched in 1993.,drink
Export Cola was discontinued in 1999.,drink
Hype Energy Drinks is a range of energy drinks distributed in over 45 countries across the world.,drink
Hype Energy Drinks has been an official sponsor of Formula One racing team Force India since 2015.,drink
Hype Energy Drinks started involvement within video game industry by sponsoring European leading eSports organisation Epsilon eSports.,drink
Hype Energy Drinks became the official title sponsor of Sahara Force India F1 eSports Organisation.,drink
Caffè Americano also known as Americano or American literally American coffee.,drink
Caffè Americano is a type of coffee drink prepared by diluting an espresso with hot water.,drink
